Vehicle ID,Latitude,Longitude,Direction,Wrong side
veh375,584.5701087,2098.355995,38.57423475,FALSE
veh376,933.2537492,2807.896956,197.0416709,FALSE
veh377,52.39470819,943.9958764,10.24355292,FALSE
veh378,59.39695003,157.8488499,347.7767597,FALSE
veh379,924.5363611,2780.196735,198.9999354,FALSE
veh380,57.31295169,971.2116079,10.24355292,FALSE
veh381,54.51079172,180.4039303,347.7767597,FALSE
veh382,651.8416519,2166.620512,211.7273308,FALSE
veh383,62.3290451,998.9688044,10.24355292,FALSE
veh384,49.75960977,202.335944,347.7767597,FALSE
veh385,628.8383033,2160.407084,33.82675068,FALSE
veh386,44.960331,224.4899782,347.7767597,FALSE
veh387,620.4315443,2120.774655,215.6480123,FALSE
veh388,40.11258841,246.8677272,347.7767597,FALSE
veh389,655.1153948,2203.664941,29.4940669,FALSE
veh390,603.7350423,2099.111192,218.1635999,FALSE
veh391,35.4526882,268.3783737,347.7767597,FALSE
veh392,586.5317014,2077.304021,218.7512465,FALSE
veh393,873.2517793,2642.674699,201.492786,FALSE
veh394,82.24373167,1109.256211,10.2199333,FALSE
veh395,30.58947567,290.8275336,347.7767597,FALSE
veh396,679.6240287,2247.815734,28.83142999,FALSE
veh397,862.2521033,2615.170999,202.2242169,FALSE
